Id,MaxT,MinT,Dayname,Day,Distric1_Get,Distric2_Get,Distric3_Get,Distric4_Get,Distric5_Get,Total_Well,Daily_use,TotalMass_Distric1,TotalMass_Distric2,TotalMass_Distric3,TotalMass_Distric4,TotalMass_Distric5,Entrance_Distric1,Entrance_Distric2,Entrance_Distric3,Entrance_Distric4,Entrance_Distric5,Rainy_Distric1,Rainy_Distric2,Rainy_Distric3,Rainy_Distric4,Rainy_Distric5,save_tank_6AM,save_tank_24,Pecks
1110,22,15,tuesday,4/16/24,420883,211285,110340,167802,86965,1451613,2910026,71,209,44,28,36,21,22.9,11.1,13.9,5.2,0,0,0,0,0,1129939,934961,0
1111,24,16,wednesday,4/17/24,429585,210106,101970,165806,91865,1451186,2926296,72,210,45,29,36,21.6,25.5,11.3,14.2,5.3,0,0,0,0,0,1030932,802044,0
1112,26,14,thursday,4/18/24,532902,203060,149310,169082,91610,1456018,3009115,74,211,46,30,37,23,28.6,13.2,15.2,5.2,0,0,0,0,0,1015199,769245,0
1113,29,15,friday,4/19/24,593331,203080,196570,170485,90159,1453989,2985018,75,212,47,31,37,25,31.8,13.4,16.7,5.2,0.5,0,0,0,0,1086462,842918,0
1114,27,17,monday,4/21/24,591189,203080,196700,170063,90119,1499890,3045239,80,218,49,35,38,27.1,33.9,13.2,21.2,5.3,2.1,2.6,0,3.2,0,1321370,1072987,0
1115,17,13,tuesday,4/22/24,580188,203084,179330,161892,93980,1523390,3031830,81,220,50,36,38,27.3,38.3,15.3,21.7,8.6,5.6,0,5.5,25.5,5,1432356,1194348,0
1116,22,11,wednesday,4/23/24,531351,203080,149800,169214,92960,1525290,3022002,83,221,51,38,39,24.3,29.4,12.3,17.7,5.2,0,0,0,2,0,1451481,1235681,0
1117,24,13,thursday,4/24/24,468399,203080,149780,169580,91561,1526115,3069060,85,223,51,38,39,23.6,39.9,13.3,14.7,5.2,0,0,0,0,0,1358785,1163434,0
1118,26,15,friday,4/25/24,465989,203083,147310,172546,96108,1508399,3029548,86,224,53,39,39,24.9,36.4,13.1,16.8,5.3,0,0,0,0,0,1270435,1073215,0
1119,25,15,saturday,4/26/24,465083,203080,147310,176739,95159,1522936,3061153,88,226,53,40,40,25.5,41.9,12.9,18,5.3,0,0,0,0,0,1190229,966209,0
1120,27,15,sunday,4/27/24,471369,203080,147100,167310,91610,1525236,3012969,89,228,54,41,40,25.9,34.5,13.1,18.1,5.3,0,0,0,0,0,1091670,892113,0
1121,28,18,monday,4/28/24,515438,203080,147000,171000,96956,1526062,3069654,91,230,55,42,40,27,37.7,13.1,18.1,5.3,0,0,0,0,0,1000246,802453,0
1122,28,18,tuesday,4/29/24,563091,203080,156800,175422,96065,1525260,3080136,93,232,56,43,41,27.6,35.7,13.8,20.3,5.1,0,0,0,0,0,993386,761846,0
1123,26,19,wednesday,4/30/24,569690,203080,223040,169404,92915,1523291,3081990,95,234,56,45,41,27.7,33.7,13.2,19.2,5.1,0,0,0,0,0,1000783,787394,0
1124,22,15,thursday,5/1/24,569930,203080,256000,162633,118911,1525585,2987069,96,236,57,46,41,26.1,33.5,13.4,18.2,5.3,1.7,0,1,2,1.5,1231676,970887,0
1125,23,17,friday,5/2/24,557783,195330,275860,176890,123180,1526188,2989859,98,238,58,47,41,24.9,33.5,13.4,18,5,3.6,9,0,0.5,3,1419695,1179109,0
1126,23,12,saturday,5/3/24,341839,195110,395480,173133,129960,1521285,3025122,100,242,59,48,42,33.8,48.3,16.4,17.6,5,21.7,1.6,9.2,9.2,3,1403723,1162834,0
1127,26,14,sunday,5/4/24,398083,195300,370010,171434,110861,1519409,3118963,102,244,59,49,42,26.8,38.8,13.9,16.6,4.9,1.3,0,0,0.1,3,1461104,1234754,0
1128,26,14,sunday,5/5/24,398083,195300,370010,171434,110861,1519409,3118963,102,244,59,49,42,26.8,38.8,13.9,16.6,4.9,1.3,0,0,0.1,3,1461104,1234754,0
1129,22,15,monday,5/6/24,419085,195300,218680,170192,93965,1519998,2966852,104,246,60,50,42,25.6,29.1,12,18.3,6.2,1.2,1.4,0,0.1,1,1495407,1306425,0
1130,23,13,tuesday,5/7/24,454809,195300,135680,169887,91062,1516911,3051009,106,248,62,51,43,34.3,39.7,20.4,19.8,9.2,12.3,1.8,15.5,15,10.5,1385414,1178565,0
1131,23,16,wednesday,5/8/24,418695,195300,136300,169334,96065,1515208,2982225,108,250,63,52,43,27.5,38.4,14.9,18,4.7,0,0,0,0,0,1358914,1149598,0
1132,23,12,thursday,5/9/24,418902,195300,136380,164440,92960,1518906,3009966,110,251,63,53,43,24.2,29,11.4,15.7,4.7,0,0,0,1,0,1293751,1093761,0
1133,24,13,friday,5/10/24,418929,195300,136380,170907,91960,1519011,3003069,111,252,64,54,44,23.1,28,12.9,13.6,4.6,0,0,0,0,0,1183676,1012965,0
1134,27,16,saturday,5/11/24,430182,195220,144180,174110,96261,1519519,3090006,113,252,65,54,44,22.9,22.7,11.7,13.2,4.6,0,0,0,0,0,1045409,851466,0
1135,30,18,sunday,5/12/24,463195,195310,218630,167899,101156,1495800,3106629,114,253,65,55,44,22.8,23.8,11.2,15.85,4.4,0.5,2.6,0,0.2,0,1006769,728796,0
1136,26,21,monday,5/13/24,570058,195330,361300,166785,162859,1511508,3045989,116,254,66,57,44,28.9,31.1,16.3,25.5,4.3,2.6,7,10,12.3,0,1290410,1005880,0
1137,28,17,tuesday,5/14/24,569361,195300,305380,183768,91106,1508391,3069654,119,257,67,59,45,39.3,53.3,17.2,33,4.5,7,0,3.1,7.7,4,1372994,1159819,0
1138,29,18,wednesday,5/15/24,573056,195300,179980,166789,85965,1501968,3110622,121,260,68,61,45,33.5,42.7,14.5,28.4,4.1,0,0,0,0,0,1333894,1109448,0
1139,29,19,thursday,5/16/24,573198,195330,179600,166502,85119,1499982,3089258,123,261,69,63,45,30.7,35.3,14.1,28.1,4,0,0,0,2.5,0,1266597,1058758,0
1140,26,18,friday,5/17/24,569896,195300,175380,168924,92115,1508931,3115602,125,263,70,65,45,29.5,32.2,14.1,27.6,3.9,0,0,0,1.5,0,1186945,989141,0
1141,26,14,saturday,5/18/24,569982,195310,179930,182189,91665,1501901,3135690,126,264,70,66,45,26.9,32.5,11.9,24.2,3.8,0,0,0,0,0,1090412,867100,0
1142,26,12,sunday,5/19/24,651561,195300,239930,173520,91902,1496398,3105222,128,266,70,68,46,25.6,28.1,11.4,23.1,3.6,0,0.4,0,0,0,1095582,882189,0
1143,28,18,monday,5/20/24,656052,195300,277160,167581,91965,1494584,3186966,129,267,70,69,46,25.1,32.3,10.6,21.8,3.3,0,3.2,0,0,0,1091301,857602,0
1144,29,19,tuesday,5/21/24,576398,194880,349080,174889,115861,1494683,3131238,131,269,70,71,46,28.4,32.3,13.4,23.7,3.4,11.7,1.6,1,8,0,1134941,981160,0
1145,28,17,wednesday,5/22/24,651118,194980,430900,174255,180911,1483930,3238058,133,271,70,72,46,28.5,34.4,14.4,23.7,5.8,5.3,5,0,1.8,0,1369503,1078068,0
1146,27,14,thursday,5/23/24,651945,194940,353815,170312,108859,1483130,3135131,134,273,70,74,46,28.8,39.6,12.6,22.4,5.9,0.5,0,0,7,3,1453241,1244681,0
1147,29,16,friday,5/24/24,653430,194980,158730,176600,94380,1458590,3100061,136,275,70,75,47,37.5,38.6,11.4,24.5,5.1,0,0,0,0,0,1410179,1192015,0
1148,30,16,saturday,5/25/24,653383,194980,171708,174920,95156,1497548,3131383,138,278,70,77,47,27.6,43.9,11.7,26,7.9,0.7,6,4.5,0,0,1368135,1147452,0
1149,31,21,sunday,5/26/24,653183,194930,171890,182970,95685,1485106,3149118,140,280,70,79,48,40,38.8,15.4,29.3,9.1,10.4,0,4.5,24,3,1319751,1114065,0
1150,33,20,monday,5/27/24,653338,194980,171900,185770,95861,1475437,3248873,142,282,70,81,49,34.4,34.4,12.2,28.7,10.9,0,0,2.2,5,0,1115914,926538,0
1151,34,19,tuesday,5/28/24,706301,191800,199800,182057,103985,1494468,3296998,145,284,70,83,49,35.5,38.5,13,30.1,9.4,0,0,0,0,0,1005657,766055,0
1152,34,22,wednesday,5/29/24,718992,186613,351450,195625,151859,1495323,3375808,146,286,70,84,50,30.7,38.5,12.3,27.3,8.2,0,0,0,0,0,934626,727827,0
1153,34,24,thursday,5/30/24,780301,181073,422430,173603,158630,1491027,3442735,148,288,70,86,50,29.6,41.8,12.7,27.3,8.2,0,0,0,0,0,915030,689542,0
1154,37,24,friday,5/31/24,779130,180138,488920,184244,198906,1493968,3540017,149,289,70,88,51,30.1,35.2,12.1,25.8,8.4,0,0,0,0,0,926255,670923,0
1155,37,25,saturday,6/1/24,814681,177024,527320,185054,218236,1483914,3593982,151,290,70,89,51,29,35.2,11.9,26.3,8.6,0,0,0,0,0,966738,733004,0
1156,33,21,sunday,6/2/24,826806,168899,557360,185467,159968,1479606,3499732,152,292,70,91,51,28.4,38.3,10.5,24.8,7.3,0,0,0,0,0,1078580,793373,0
1157,33,17,monday,6/3/24,849986,168591,568230,178120,159963,1483195,3268023,154,293,70,92,52,27.4,23.1,10.7,22.5,7.1,0,0,0,0,0,1364220,1126702,0
1158,32,20,tuesday,6/4/24,813892,168586,472960,179520,123956,1479676,3365576,155,294,70,93,52,25.8,35.5,9.7,19.1,7,0,0,0,0,0,1407564,1220647,0
1159,32,20,wednesday,6/5/24,707330,168616,377980,175219,139980,1480613,3323069,156,296,70,94,53,24.6,28.6,9.4,17.5,6.6,0,0,0,5,0,1367297,1151283,0
1160,32,23,thursday,6/6/24,798483,168065,399820,177735,139985,1483918,3301588,157,298,70,95,53,24.5,29.6,8.8,16.1,3.2,0,0,0,0,0,1366917,1139075,0
1161,34,22,friday,6/7/24,830361,168776,458780,186470,145639,1484137,3435638,158,300,70,95,53,22.4,27.6,7.3,14.6,2.7,0,0,0,0,0,1388093,1189293,0
1162,35,23,saturday,6/8/24,878986,168984,544680,77131,139985,1480401,3573780,159,302,69,96,53,2.9,25.5,7.1,14.7,2.2,0,0,0,0,0,1260973,1063164,0
1163,36,25,sunday,6/9/24,870838,168800,559930,173686,145960,1479735,3599305,160,303,70,97,52,21.2,24.4,10.3,16.2,1.9,0,0,0,0,0,1255470,1048172,0
1164,36,28,monday,6/10/24,856108,168830,557600,180333,145660,1474881,3603849,161,305,70,96,52,22.7,22.3,12.1,13,1.5,0,0,0,0,0,1239041,1004123,0
1165,36,22,tuesday,6/11/24,945113,168810,589770,189410,145159,1465551,3703392,161,306,70,96,52,21.6,20.3,12.4,14.1,1.3,0.5,1.4,0,0,0,1242576,973118,0
1166,37,25,wednesday,6/12/24,999638,168943,634400,197195,145860,1453699,3680188,162,307,70,96,52,21.1,19.2,14.9,13.8,1.3,1.6,0,0,8.2,0,1311549,1046858,0
1167,37,24,thursday,6/13/24,1007180,168853,576080,192261,145860,1458382,3685335,163,309,71,96,52,21.7,21.5,13.9,12.3,1.3,0,0,0,0,0,1312554,1071183,0
1168,33,24,friday,6/14/24,993239,168873,518900,220689,145911,1456010,3658183,163,310,71,96,52,20.3,21,10.3,13.7,3.5,0,0,0,1.2,0,1353955,1084821,0
1169,33,20,saturday,6/15/24,980303,168861,497100,221662,145980,1463039,3580008,164,311,70,97,52,21.5,22.3,11.2,13.8,7,2.3,0,9.4,14,11,1388910,1158574,0
1170,35,25,sunday,6/16/24,905318,168819,468480,238217,145980,1471706,3618895,165,313,70,96,53,19.3,23.6,11.1,12.5,6.3,0,0,0,3,0,1342345,1125459,0
1171,36,24,monday,6/17/24,905138,168894,429080,323283,145968,1467381,3636084,165,314,70,96,53,20.3,19.7,10.3,12.3,6.3,0,0,0,0.1,0,1289876,1097794,0
1172,36,24,tuesday,6/18/24,901889,168795,401680,367737,145962,1463093,3694193,166,315,69,96,53,18.7,17.2,9.9,13.3,3,0,0,0,0,0,1216553,1020990,0
1173,35,25,wednesday,6/19/24,900382,168849,413992,373133,146911,1449998,3630153,166,316,69,96,53,18.1,15.5,10.3,13.4,3.1,0,0,0,3,0,1231238,1012163,0
1174,35,23,thursday,6/20/24,897138,168870,398470,412439,145968,1454719,3658339,167,317,69,96,53,16.5,15.9,9.7,11.7,3.1,0,0,0,0.1,0,1267055,1027434,0
1175,36,23,friday,6/21/24,897068,168869,397730,402912,148110,1465930,3608830,167,318,69,96,53,16.8,14.6,9,13.9,2.5,0,0,0,4,0,1337916,1108622,0
1176,36,25,saturday,6/22/24,897635,168853,399880,404687,145962,1476593,3675638,167,319,69,96,53,16.2,14.6,8.9,11.7,2,0,0,0,0,0,1340072,1123746,0
1177,34,25,sunday,6/23/24,893683,168937,397360,401882,148258,1475465,3658008,168,320,70,95,53,16.9,17.2,8.4,11.6,1.7,0.6,1.2,0,4.5,0,1378257,1155800,0
1178,34,25,monday,6/24/24,885938,168680,398160,399790,145962,1470989,3676849,168,321,70,95,53,15.4,15.9,9,132,0.5,0,0,0,3,2,1386350,1155815,0
1179,36,24,tuesday,6/25/24,884690,168865,476080,322200,145958,1459569,3639863,168,321,70,95,53,16.3,13.3,8.7,12.6,0.5,0.1,1.6,0,0.7,0,1398812,1183406,0
1180,35,25,wednesday,6/26/24,883313,168880,477940,313582,145151,1451976,3730865,169,322,70,95,53,18.4,14.6,10.1,12.9,0.5,4.3,0,2.5,11.5,0,1352971,1118102,0
1181,35,23,thursday,6/27/24,887539,168861,477580,312160,145186,1463363,3658894,169,323,70,94,52,18.7,13.3,10.2,10.9,0.5,0,0,0,2,0,1349176,1125030,0
1182,36,22,friday,6/28/24,887684,168729,477580,308806,145982,1470984,3693985,169,323,70,94,52,16.7,12,10.2,12.6,0.5,0,0,0,0.1,0,1286729,1106341,0
1183,37,23,saturday,6/29/24,887783,168630,447180,356800,145181,1462392,3783091,168,324,70,94,52,16.2,12,8.4,11.6,0.5,0,0,0,0.3,0,1183771,974589,0
1184,35,23,sunday,6/30/24,871631,168601,413880,406320,145131,1453878,3763998,168,324,71,94,52,14.1,12,8,11,0.5,0,0,0,0,0,1100479,885751,0
1185,35,23,monday,7/1/24,849013,168680,557360,407160,145911,1449980,3748939,168,325,70,93,52,15.5,12,7.4,9.8,0.5,0,0,0,0,0,1140000,912670,0
1186,37,25,tuesday,7/2/24,876588,168831,457580,408400,145280,1440711,3753866,168,325,70,93,51,13.8,9.4,6.6,9.7,0.5,0,0,0,2,0,1099650,884821,0
1187,36,23,wednesday,7/3/24,834858,168670,430910,423862,145181,1436598,3730078,167,326,70,92,51,12.7,8.1,6.3,9.3,0.5,0,0,0,0.2,0,1067346,860599,0
1188,39,24,thursday,7/4/24,868938,168761,630780,448917,145181,1448932,3811899,167,326,70,92,51,12.7,8.1,6.6,9.1,0.5,0,0,0,0,0,1176156,924733,0
1189,39,26,friday,7/5/24,876883,168700,616173,451430,145186,1449883,3771738,166,326,70,91,51,12.4,8.6,6.8,8.8,0.5,9.4,0,0,0,0,1274478,1057028,0
1190,38,28,saturday,7/6/24,844533,168857,513760,449861,145269,1441017,3817003,166,325,70,90,51,10.8,7.7,6.5,8.8,0.4,0,0,0,0,0,1166086,1026214,0
1191,37,29,sunday,7/7/24,880306,168609,487980,449299,145160,1431390,3849893,166,325,69,90,51,11.5,7.7,6.3,8.5,0.8,0,0,0,0,0,1114882,872724,0
1192,37,27,monday,7/8/24,917353,168630,451800,449620,145181,1447728,3849136,165,325,68,89,51,12.4,7,6.9,8,7.9,0,0,0,0,0,1039551,791617,0
1193,39,28,tuesday,7/9/24,915865,168618,605180,465657,151159,1431318,3870935,165,324,68,89,51,11.8,6.8,6.6,7.7,1.7,0,0,0,0,0,1128003,854703,0
1194,40,27,wednesday,7/10/24,918638,168837,651310,440306,154861,1398081,3897832,165,324,67,88,51,12.2,6.6,5.8,6.6,1.4,0,0,0,0,0,1139794,887493,0
1195,38,27,thursday,7/11/24,908901,168842,645910,440311,151852,1428081,3848136,165,323,67,87,51,11.1,6.5,5.1,7.1,1.1,0,0,0,0,0,1214885,958887,0
1196,38,27,friday,7/12/24,906995,168860,647140,456019,151852,1419994,3805931,165,323,66,87,50,11.4,6,4.1,7.5,1,0,0,0,0.3,0,1367459,1089835,0
1197,36,27,saturday,7/13/24,904133,168558,630300,450018,151965,1428378,3794480,164,322,66,86,50,10.4,5.7,4,7.5,0.9,0,0,0,0,0,1440510,1218712,0
1198,36,26,sunday,7/14/24,899803,168801,499900,440600,149981,1328365,3670719,164,321,65,86,50,10.2,5.6,4,7.9,0.8,0,0,0,0,0,1438972,1219431,0
1199,35,24,monday,7/15/24,900098,168680,408860,440690,151181,1193159,3369881,164,321,65,85,50,9.4,5.5,4.4,7.7,0.7,0,0,0,0,0,1446986,1321712,0
1200,37,26,tuesday,7/16/24,900845,168843,337830,435112,153861,966332,3239805,164,320,65,84,50,10.1,5.3,4.2,7.1,0.7,0,0,0,0,0,1391999,1249987,0
1201,38,26,wednesday,7/17/24,868269,168660,332100,428653,145882,1303013,3563398,163,319,65,84,50,8.9,5.2,4.6,6.7,0.6,0,0,0,0,0,1281123,1062476,0
1202,38,27,thursday,7/18/24,890183,168660,373940,428287,145985,1428459,3580831,163,319,65,83,49,9.4,5.2,4.2,6.8,0.5,0,0,0,0,0,1294724,1084603,0
1203,37,26,friday,7/19/24,893235,168830,416100,430400,151962,1419993,3651218,163,318,64,82,49,9.8,5.2,4.5,6.9,0.5,0,0,0,0,0,1271152,1074479,0
1204,37,26,saturday,7/20/24,928103,168890,417740,430187,151861,1418006,3769113,162,317,64,82,49,9.7,5.3,4.4,6.3,0.5,0,0,0,0,0,1153494,968933,0
1205,39,28,sunday,7/21/24,980665,168635,423100,419987,148956,1441910,3800089,162,317,64,81,49,9.1,5.2,4.3,5.9,0.4,0,0,0,0,0,1099786,901905,0
1206,38,24,monday,7/22/24,978018,168822,563830,373420,145280,1436195,3828620,162,316,64,80,49,8.8,5.1,4.6,5.9,0.6,0,0,0,0,0,1128143,889790,0
1207,38,27,tuesday,7/23/24,969603,168876,613179,374903,136985,1422562,3825939,161,315,63,79,48,9.2,5.2,5.1,5.6,0.6,0,0,0,0,0,1160849,903045,0
1208,39,29,wednesday,7/24/24,966008,168840,665340,442815,138960,1423567,3836985,161,314,63,79,48,8.6,5,4.6,5.7,0.5,0,0,0,0,0,1257088,1021780,0
1209,40,29,thursday,7/25/24,967058,168832,670130,456625,151861,1410491,3887339,160,313,62,78,48,8,4.9,4.5,5.3,0.4,0,0,0,0,0,1359188,1110272,0
1210,40,25,friday,7/26/24,968156,168868,630880,466152,180630,1399200,3906852,160,313,62,77,48,8.6,4.8,4.3,5.4,0.5,0,0,0,0,0,1386773,1168223,0
1211,42,30,saturday,7/27/24,956518,168881,590380,457401,168981,1360398,3846130,159,312,61,76,47,7.6,4.6,3.6,5.5,0.4,0,0,0,0,0,1418467,1183673,0
1212,40,24,sunday,7/28/24,986308,168880,589440,452332,151861,1338688,3803532,159,312,61,75,47,8,4.4,3.5,5.3,0.4,0,0,0,0,0,1446622,1215631,0
1213,35,23,monday,7/29/24,1031013,168890,490685,439940,145186,1408390,3783183,158,312,60,74,47,7.5,4.4,3.4,5.4,0.5,0,0,0,0,0,1492204,1274025,0
1214,35,21,tuesday,7/30/24,1030353,168861,493100,379947,139985,1378568,3785632,158,312,60,74,47,7.5,4.3,4.1,5.2,0.5,0,0,0,0,0,1455871,1243377,0
1215,41,28,wednesday,7/31/24,1033236,168890,493060,328740,138060,1369665,3786036,157,312,60,73,47,7.2,4.2,4.2,5.4,0.5,0,0,0,0,0,1400232,1152725,0
1216,38,26,thursday,8/1/24,1029809,168949,619700,248711,139985,1425118,3789992,156,312,59,72,46,6.8,4.2,4.4,5.8,0.5,0,0,0,0,0,1400525,1148636,0
1217,37,24,friday,8/2/24,1029611,168992,683400,183602,128231,1426803,3731569,156,312,58,72,46,7.2,4,3.2,5.7,0.6,0,0,0,0,0,1398672,1195798,0
1218,39,24,saturday,8/3/24,1033939,168897,680800,186925,139965,1428386,3848301,155,311,58,71,46,7.5,4,3.4,5.1,0.5,0,0,0,0,0,1356070,1136063,0
1219,38,25,sunday,8/4/24,1058818,168880,679980,187904,139859,1423867,3818818,154,311,57,70,46,7.1,3.9,4.9,5.1,0.6,0,0,0,0,0,1338524,1112175,0
1220,40,26,monday,8/5/24,1065080,168912,680340,168451,135960,1409401,3819993,154,311,57,70,46,7,3.8,2.9,5.2,0.7,0,0,0,0,0,1247452,1041948,0
1221,41,31,tuesday,8/6/24,1071613,168888,683310,170897,171865,1413998,3945310,153,311,56,69,45,6.6,3.8,2.7,5.4,0.6,0,0,0,0,0,1127137,904403,0
1222,42,31,wednesday,8/7/24,1108390,168880,683680,260530,269686,1383589,3985929,152,310,55,69,45,6.3,3.7,2.4,6.1,0.5,0,0,0,0,0,1179511,907370,0
1223,42,30,thursday,8/8/24,1126038,168883,683820,230197,292189,1405183,3873081,152,310,55,68,45,5.5,3.6,2.5,6.1,0.4,0,0,0,0,0,1326939,1064432,0
1224,39,25,friday,8/9/24,1125931,168886,683700,174915,299981,1368069,3785132,151,309,54,68,44,6.3,3.6,1.9,5.6,0.4,0,0,0,0,0,1451300,1234086,0
1225,40,27,saturday,8/10/24,1125696,168893,683680,169301,269981,1203096,3780129,150,308,53,67,44,5.9,3.5,2.4,5.2,0.5,0,0,0,0,0,1412333,1198125,0
1226,40,32,sunday,8/11/24,1119209,168915,683480,164938,251189,1344600,3945126,149,307,52,67,44,5.9,3.4,2.4,5.1,0.5,0,0,0,0,0,1363178,1121039,0
1227,38,25,monday,8/12/24,1122965,168893,683480,168803,252969,1345801,3869060,148,306,52,66,43,6.1,3.3,2,5,0.5,0,0,0,0.1,0,1367485,1136244,0
1228,39,25,tuesday,8/13/24,1126931,168893,683480,171805,219060,1303993,3795132,147,305,51,66,43,5.8,3.3,2,5.7,0.6,0,0,0,0,0,1391765,1145966,0
1229,39,25,wednesday,8/14/24,1117319,168880,683480,170380,180060,1406303,3784579,146,304,50,65,43,6.2,3.2,2,5.4,0.7,0,0,0,0,0,1452374,1221166,0
1230,39,25,thursday,8/15/24,1123065,168895,653980,175814,168981,1345695,3786660,146,302,49,65,43,5.8,3,2.3,5.4,0.6,0,0,0,0,0,1412213,1198436,0
1231,37,26,friday,8/16/24,1119901,168890,604480,171870,165951,1321518,3661083,145,301,49,64,43,6,2.9,2.3,5.5,0.7,0,0,0,0,0,1445635,1216759,0
1232,35,22,saturday,8/17/24,1113085,168883,576340,171754,156085,1428030,3730138,144,300,48,64,42,5.7,2.8,2.6,5.3,0.7,0,0,0,0,0,1458524,1239100,0
1233,35,24,sunday,8/18/24,1089039,168890,554300,172310,156960,1423359,3719933,143,299,48,63,42,5.5,3,2.2,5.2,0.7,0,0,0,0,0,1457651,1241783,0
1234,36,27,monday,8/19/24,1088995,168893,519980,169311,156186,1431998,3786359,142,298,47,63,42,5.7,2.8,4,5,0.7,0,0,0,0,0,1383337,1141617,0
1235,36,27,tuesday,8/20/24,1088948,168908,519880,169800,156108,1441881,3678983,141,296,47,62,42,5.7,2.8,6.1,5.2,0.7,0,0,0,0,0,1421588,1161215,0
1236,35,25,wednesday,8/21/24,1023301,168880,619310,169820,156060,1431738,3681561,141,295,47,61,42,5.3,2.8,5.8,4.7,0.8,0,0,0,0,0,1431646,1177539,0
1237,37,27,thursday,8/22/24,1088301,168896,607800,169830,151962,1410881,3658083,140,294,46,60,42,5.4,2.7,5.9,4.8,0.8,0,0,0,0,0,1457506,1279155,0
1238,39,27,friday,8/23/24,1088136,168930,548900,169892,152151,1253359,3629012,139,293,46,59,41,5.5,2.5,6.4,4.9,0.9,0,0,0,0,0,1412907,1192531,0
1239,37,27,saturday,8/24/24,1088019,168895,518800,169982,151159,1410830,3639018,138,293,46,59,41,5.2,2.6,6.2,4.9,1,0,0,0,0,0,1459951,1226742,0
1240,36,29,sunday,8/25/24,1088038,168890,523133,169879,151159,1432873,3666398,137,293,46,58,41,5.6,2.5,6.4,4.9,0.9,0,0,0,0,0,1464347,1247281,0
1241,38,26,monday,8/26/24,1088901,168930,523110,169992,151106,1415296,3722010,136,292,45,57,41,5.7,2.5,6.7,4.6,1,0,0,0,0,0,1402035,1201713,0
1242,40,27,tuesday,8/27/24,1086981,168980,530980,169999,150610,1338582,3746285,136,292,45,56,41,5.4,2.4,6.7,5.3,1,0,0,0,0,0,1295711,1056748,0
1243,36,24,wednesday,8/28/24,1088081,168980,679780,169835,151069,1373098,3753831,135,291,45,56,41,4.9,2.3,6.9,5.4,1,0,0,0,0,0,1336244,1091592,0
1244,33,24,thursday,8/29/24,1066181,168983,633680,169929,145860,1389095,3663805,134,290,45,55,40,4.8,2.2,5.9,5.3,0.8,0,0,0,0,0,1384376,1180841,0
1245,32,24,friday,8/30/24,1088091,168895,619800,169803,152982,1303809,3566910,133,289,44,54,40,5.1,2.2,5.9,5.1,0.9,0,0,0,0,0,1454989,1267624,0
1246,34,22,saturday,8/31/24,1066929,168895,549900,169740,151659,1269318,3609036,132,288,44,53,40,5.3,2.2,5.9,5.1,0.9,0,0,0,0,0,1425759,1202840,0
1247,34,23,sunday,9/1/24,1083111,168890,549840,169669,145962,1192130,3470811,131,287,44,52,40,4.9,2.1,6.3,5.6,0.8,0,0,0,0,0,1424720,1195310,0
1248,34,23,monday,9/2/24,1086615,168996,535680,168990,152981,1296081,3465111,130,286,44,52,40,5.3,2,6.2,5.7,0.9,0,0,0,0,0,1484109,1292992,0
1249,35,23,tuesday,9/3/24,1083395,168936,489980,170015,151965,1129985,3375810,130,284,43,51,40,5,1.9,6.6,5.2,0.8,0,0,0,0,0,1468145,1268638,0
1250,36,23,wednesday,9/4/24,1083543,168983,438880,170114,151861,1095984,3318080,129,283,43,50,39,4.7,1.9,6.4,5.7,0.8,0,0,0,0,0,1402020,1212507,0
1251,37,25,thursday,9/5/24,1081926,168912,437101,169980,152151,1202519,3381915,128,281,43,50,39,4.7,2,6.4,5.6,0.8,0,0,0,0,0,1433847,1202434,0
1252,35,21,friday,9/6/24,1083008,168985,437320,169815,153065,1369013,3508820,127,280,43,49,39,4.8,2,6.4,5.2,0.9,0,0,0,0,0,1441406,1231945,0
1253,32,19,saturday,9/7/24,1082993,168985,436740,169835,151861,1392123,3549990,126,278,43,48,39,4.5,2,6.4,5.8,0.8,0,0,0,0,0,1431719,1219936,0
1254,32,23,sunday,9/8/24,1082809,165966,436860,169891,152261,1395698,3569910,125,277,43,47,39,4.5,1.9,6.4,5,0.8,0,0,0,0,0,1420881,1160994,0
1255,33,23,monday,9/9/24,1081038,168965,436680,168318,152159,1399236,3469929,124,276,43,47,39,4.6,1.8,6.4,4.9,0.8,0,0,0,0,0,1407171,1199716,0
1256,34,23,tuesday,9/10/24,1082661,168981,436653,169060,151962,1401906,3566511,123,274,43,46,39,4.6,1.8,5.8,5.5,0.8,0,0,0,0,0,1390101,1154236,0
1257,35,23,wednesday,9/11/24,1082962,168969,436380,169080,152102,1395090,3510254,122,273,42,45,38,4.5,1.8,5.9,5.1,0.9,0,0,0,0,0,1371914,1160651,0
1258,36,24,thursday,9/12/24,1070909,168990,436180,168990,151260,1391210,3530692,122,272,42,45,38,4.3,1.9,6.2,5.2,0.8,0,0,0,0,0,1361416,1132081,0
1259,34,24,friday,9/13/24,1068618,168983,436180,169092,151652,1388010,3480510,121,270,42,44,38,4.4,1.9,6.1,5.2,0.8,0,0,0,0,0,1374318,1166776,0
1260,32,22,saturday,9/14/24,1071568,168980,436180,168690,151962,1382982,3508536,120,269,42,44,38,4.4,1.8,3.8,6.4,0.7,0,0,0,2.2,0,1393127,1156299,0
1261,29,19,sunday,9/15/24,1073193,168980,436180,162660,150660,1375692,3411560,119,268,42,43,38,5.9,3.2,4.1,7.5,2.5,1.2,0,6,15.5,8,1453751,1232837,0
