Id,MaxT,MinT,Dayname,Day,Distric1_Get,Distric2_Get,Distric3_Get,Distric4_Get,Distric5_Get,Total_Well,Daily_use,TotalMass_Distric1,TotalMass_Distric2,TotalMass_Distric3,TotalMass_Distric4,TotalMass_Distric5,Entrance_Distric1,Entrance_Distric2,Entrance_Distric3,Entrance_Distric4,Entrance_Distric5,Rainy_Distric1,Rainy_Distric2,Rainy_Distric3,Rainy_Distric4,Rainy_Distric5,save_tank_6AM,save_tank_24,Pecks
1,18,9,sunday,3/20/21,575919,236149,641900,199841,436369,536960,2711981,115.271,282.52,35.978,24.157,140.513,20.643,20.496,16.441,9.36,6.411,0,0,0,0,0,1380168,1242125,0
2,21,10,monday,3/22/21,573981,235923,609300,186841,421221,561158,2694291,116.317,283.612,36.623,24.392,140.175,18.847,17.347,16.146,10.442,6.557,0,0,0,0,0,1344776,1246362,0
3,22,13,tuesday,3/23/21,523956,236004,620900,207815,438490,518836,2726928,117.45,284.886,37.319,24.556,139.893,20.764,19.454,16.581,9.632,7.316,0,0.4,0,0,0,1356592,1166159,0
4,26,14,wednesday,3/24/21,458568,236130,674700,207814,439505,649992,2749685,119.137,286.342,38.275,25.53,139.667,26.042,21.584,20.385,19.117,7.783,0,0,0,0,0,1380565,1186380,0
5,23,16,thursday,3/25/21,571480,236187,649041,211814,445846,541511.5,2674699,122.347,290.619,40.084,27.478,139.498,43.776,54.226,29.779,33.978,8.486,0.5,3.4,2.3,18.2,1,1438920,1276577,0
6,23,13,friday,3/26/21,575918,235904,683000,221826,439083,446511,2742215,125.049,293.531,41.587,29.13,139.272,38.198,38.415,26.962,26.848,7.87,0,0,0,0,0,1382317,1230029,0
7,23,13,saturday,3/27/21,585065,235425,700900.1,210405,443059,474486,2773540,127.107,295.806,42.526,30.888,139.272,30.561,31.035,21.24,27.821,10.654,0,0,0,0,0,1394855,1221155,0
8,15,5,sunday,3/28/21,595918,235166,687100,208814,441033,468990,2749582,128.837,297.717,43.288,32.454,139.272,26.74,26.798,19.849,25.853,10.641,0,0,0,0,0,1402056,1227020,0
9,15,4,monday,3/29/21,515282,235787,680900,211814,440640,501960,2706996,130.379,299.264,43.914,34.035,139.272,24.05,22.603,18.729,25.876,10.522,0,0,0,0,0,1459489,1229884,0
10,18,8,tuesday,3/30/21,449028,235962,727700.3,212814,444038,590517.5,2689210,131.817,300.902,44.412,35.746,139.216,22.89,23.659,18.276,27.381,11.605,0,0,0,0,0,1400400,1301948,0
11,18,9,wednesday,3/31/21,469902,235857,681900,210814,444159,494399,2759922,133.387,302.722,44.874,37.51,138.934,23.2,25.774,17.555,27.994,12.415,0,0,0,0,0,1349792,1183733,0
12,20,15,thursday,4/1/21,469280,235651,703600,216814,439136,581478,2829009,134.91,304.178,45.337,39.415,138.708,22.82,21.568,18.173,29.626,12.902,0,0,0,0.1,0,1348888,1120309,0
13,25,14,friday,4/2/21,451919,236207,710199.8,216815,443212,792242.5,2900361,136.776,305.907,45.871,42.156,138.539,26.78,24.752,19.099,39.297,13.616,2.2,0,0,0.2,0,1416385,1184321,0
14,20,14,saturday,4/3/21,471587,236562,719400,219144,440640,806185.5,2956025,138.725,307.454,46.499,44.714,138.314,27.73,27.634,19.889,37.19,13.02,0,0,0,0,0,1442329,1236700,0
15,19,8,sunday,4/4/21,471963,236547,716600,215374,443232,721759,3004566,140.538,308.784,46.953,46.81,138.088,26.283,25.139,19.814,31.837,13.051,0,0,0,0,0,1383506,1156300,0
16,21,10,monday,4/5/21,463585,236418,716999.9,214815,444458,795304,3005528,141.931,310.464,47.204,48.816,137.862,23.98,29.169,18.5,30.805,13.068,0,0,0,0,0,1393585,1121220,0
17,24,13,tuesday,4/6/21,451032,236328,727300,217814,441504,905211,3063865,143.145,311.472,47.318,51.19,137.75,23.78,27.4,18.698,32.285,14.381,0,0,0,0,0,1368937,1151032,0
18,25,14,wednesday,4/7/21,469900,236185,711000,218814,445921,854061,3082906,144.303,312.48,47.409,53.674,137.637,23.02,27.41,18.5,36.227,14.368,0,0,0,0,0,1374736,1120838,0
19,27,15,thursday,4/8/21,456238,235853,714500,221814,445341,935325,3134022,145.753,314.048,47.615,56.32,137.58,26.43,33.898,19.155,38.102,15.073,0,0,0,0,0,1352400,1122847,0
20,25,19,friday,4/9/21,456983,236008,720100,223814,448415,915033,3128019,147.274,315.616,47.936,58.595,137.524,27.36,33.899,19.154,33.808,15.082,0,0,0,0.2,0,1383235,1124228,0
21,29,16,saturday,4/10/21,458031,236338,717100,221076,456768,959126,3139867,148.71,316.736,48.285,60.851,137.468,26.569,30.727,19.418,33.569,15.34,0.2,0,0,0.1,0,1418453,1171782,0
22,26,20,sunday,4/11/21,374831,236620,713300,223815,444096,987133,3152711,150.256,317.52,48.61,63.63,137.411,27.32,30.334,19.056,39.622,15.073,0,0.8,1,0.1,0,1416718,1126005,0
23,27,15,monday,4/12/21,481985,236005,709700,222815,447552,1026039,3153520,151.716,318.304,48.912,66.69,137.411,27.1,30.323,18.819,42.874,15.783,0.5,0,0,0.1,0,1440477,1200612,0
24,28,18,tuesday,4/13/21,478996,236026,709000,220815,456631,949200,3282692,153.218,319.312,49.195,69.63,137.355,27.57,32.919,19.287,41.353,15.285,0,1.4,0,0.4,0,1332194,1101728,0
25,26,16,wednesday,4/14/21,345115,233741,708400,225817,450325,1071395,3082911,154.631,319.872,49.574,72.27,137.242,26.755,31.269,18.987,37.881,14.594,0,0,0,0,0,1392120,1185830,0
26,26,15,thursday,4/15/21,373589,232159,712500,224815,451332,1030027,3156086,155.921,319.648,49.881,74.525,137.129,25.462,27.178,17.861,33.425,14.511,0,0,0,0,0,1382951,1194363,0
27,26,15,friday,4/16/21,318065,231915,716200,223815,453219,1018884,3183254,157.221,319.536,50.285,76.963,136.96,25.227,28.462,17.345,35.537,13.956,0,0,0,0,0,1327544,1105397,0
28,25,14,saturday,4/17/21,368118,231612,717100.1,222814,451192,1070471,3129069,158.397,319.2,50.549,79.713,136.791,24.484,25.867,15.476,39.154,13.987,0,0,0,0,0,1370829,1162775,0
29,27,16,sunday,4/18/21,369054,231158,713100,223815,443232,1017166,3100518,159.713,319.2,50.934,82.338,135.945,25.51,29.773,15.813,37.902,5.967,0,0,0,0,0,1385871,1196689,0
30,29,18,monday,4/19/21,456922,230953,711600,223815,456990,1012296,3183220,160.968,319.2,51.488,84.838,135.042,26.878,29.772,17.618,36.49,5.54,0,0,0,0,0,1449492,1227980,0
31,28,18,tuesday,4/20/21,462618,231362,719099.9,224815,448418,931221,3159966,162.334,319.312,52.05,87.385,134.14,26.95,31.078,17.744,37.04,5.395,0,0,0,0,0,1391517,1199042,0
32,32,20,wednesday,4/21/21,410610,231513,714200,229815,451425,999186,3221291,164.055,319.648,52.612,90.245,133.294,27.967,30.018,17.668,40.896,6.177,0,0,0,2.8,0,1364010,1151698,0
33,32,20,thursday,4/22/21,501969,231513,736000,226815,447080,1035195,3310256,165.93,320.32,53.135,92.99,132.448,27.18,32.67,17.309,39.684,6.144,0,0,0,0,0,1352898,1102128,0
34,32,22,friday,4/23/21,485912,231306,736699.9,228815,447551,1144819,3350198,167.82,320.992,53.633,95.71,131.602,28.426,32.665,17.117,39.36,6.134,0,0,0,0,0,1303934,1116229,0
35,29,18,saturday,4/24/21,478876,231135,744100,229815,449991,1155818,3299660,169.586,321.44,53.984,98.43,130.756,27.38,30.036,15.597,39.601,6.168,0,0,0,0.3,0,1389824,1172593,0
36,31,19,sunday,4/25/21,499119,231325,759500,230815,448399,1088250,3333928,171.331,321.776,54.314,100.71,129.91,26.85,30.747,15.304,34.528,6.127,0,0,0,1,2,1382465,1166919,0
37,32,21,monday,4/26/21,510921,230998,750400.3,228815,452419,1149846,3356066,172.586,322.112,54.644,103.37,128.951,25.68,30.762,15.278,39.03,4.918,0,0,3.2,0,0,1411849,1206048,0
38,32,22,tuesday,4/27/21,499857,230866,754000,242010,445824,1130008,3360254,173.74,322.336,54.974,105.47,128.004,26.13,29.447,15.349,32.526,4.915,0,0.4,0,0,0,1419426,1239637,0
39,29,29,wednesday,4/28/21,510921,223600,767400,222744,447051,1043292,3310502,174.715,322.336,55.23,107.674,127.21,24.309,26.856,14.405,33.706,6.663,0,0.6,1,0,0,1421273,1211469,0
40,28,17,thursday,4/29/21,510981,218232,745400,225652,447040,1075152,3312686,175.553,322.224,55.385,109.834,126.367,23.597,26.548,13.325,33.113,6.134,0.5,0,0,1,1,1402306,1192909,0
41,28,17,friday,4/30/21,511011,218232,750000,230652,444960,1057593,3249615,176.427,322.112,55.566,111.778,125.524,23.104,26.578,13.116,30.713,6.2,0,0,0,0,0,1422161,1218576,0
42,30,20,saturday,5/1/21,531612,226581,763900,232653,444096,1070649,3291951,177.124,321.776,55.722,113.798,124.78,22.893,23.968,12.776,31.624,7.256,5.5,0.4,0,0,0,1425870,1253064,0
43,28,20,sunday,5/2/21,525609,231123,753199.8,228407,456109,1044612,3209186,177.859,321.664,56.368,116.388,124.78,24.36,24.681,18.421,38.551,15.97,6,0,6.5,21.8,6.5,1481111,1264823,0
44,24,13,monday,5/3/21,549681,231250,757700,215530,447285,872036,3170945,178.41,321.776,57.08,117.942,124.234,23.89,26.658,19.102,26.53,9.334,0,0,13.5,19.1,0.5,1402240,1210983,0
45,26,13,tuesday,5/4/21,627858,231322,750600,219241,446689,842069.5,3100447,178.78,321.552,57.317,119.644,123.54,21.08,22.78,13.586,28.28,7.781,0.1,0,5.8,0,13.4,1449990,1265812,0
46,28,16,wednesday,5/5/21,621609,231324,761400,213311,445011,850590,3180939,178.706,321.104,57.581,120.976,122.796,20.086,20.233,13.946,24.034,7.059,0,0,0,0,1.5,1428408,1244699,0
47,28,20,thursday,5/6/21,653451,231489,754700,233774,448758,767258,3118486,178.817,320.88,57.956,123.075,122.3,21.013,20.922,15.297,32.834,10.036,4.5,5.8,6,15,4,1389238,1252629,0
48,26,17,friday,5/7/21,660981,231544,760300,224864,442368,815211,3212969,178.854,320.656,58.279,124.725,121.804,20.001,20.286,14.632,27.632,10.005,0,2.4,3.5,10.7,0,1420594,1219541,0
49,27,16,saturday,5/8/21,680112,231819,751299.7,220814,445822,778708,3103890,178.743,320.656,58.684,126.825,121.258,18.255,22.863,15.477,33.244,9.308,0.6,2.8,5.9,31,5.5,1427743,1265391,0
50,29,15,sunday,5/9/21,690959,231841,754100,225816,449330,725129,3180009,178.632,320.544,59.116,128.55,120.564,18.069,21.585,15.939,28.316,7.748,0.2,0,0,0.6,2.5,1386484,1188999,0
51,28,20,monday,5/10/21,692111,231691,757700,230816,438172,820126,3159990,178.706,320.208,59.556,130.15,120.316,18.182,18.99,16.048,27.53,10.845,0,0,0,4.5,0,1395650,1235997,0
52,29,17,tuesday,5/11/21,689202,231718,768200.2,226814,454105,760189,3210669,178.928,319.872,59.913,131.83,120.068,19.98,18.966,15.075,28.416,11.046,1,0,0,0,0,1392726,1194690,0
53,31,18,wednesday,5/12/21,686091,231927,761700,213814,433595,787189,3133800,179.002,319.536,60.16,133.59,119.919,18.595,18.968,13.813,29.477,11.965,0,0.8,0.5,0.5,0,1408663,1226691,0
54,30,19,thursday,5/13/21,683361,231665,768300,224814,449166,858914.5,3269991,179.113,319.312,60.547,135.35,119.671,18.821,20.252,15.391,29.472,10.952,6,1,2,0,0,1425643,1230207,0
55,30,19,friday,5/14/21,683610,229728,762500.3,222814,445458,789036,3177810,179.336,319.088,61.023,136.72,118.927,20.177,20.257,16.383,25.103,5.27,4.8,3.2,6,0,0,1457120,1241297,0
56,28,18,saturday,5/15/21,528921,229728,763800,226074,435456,933990,3240621,179.447,318.64,61.358,138.08,118.134,18.998,17.668,14.763,24.938,4.525,0,0,1,0,0,1442383,1170473,0
57,29,19,sunday,5/16/21,689010,229728,766400,222938,439234,783966,3189522,179.447,318.192,61.582,139.355,117.34,17.557,17.68,13.027,23.927,4.679,0,0,0,0,0,1424942,1165310,0
58,32,20,monday,5/17/21,695106,229728,754800.4,232841,444222,861063,3281601,179.484,317.744,61.666,140.97,116.546,17.895,17.693,12.003,27.931,4.73,0,0,0,0,0,1377422,1156537,0
59,35,22,tuesday,5/18/21,690921,229780,754600.4,230679,444096,889382,3329021,179.595,317.072,61.75,142.415,115.703,17.259,15.109,11.96,26.126,4.117,0,0,0,0,0,1367873,1110612,0
60,34,23,wednesday,5/19/21,680919,231021,766000,234679,443560,969921,3366525,179.854,316.736,61.806,143.945,114.86,18.65,18.996,11.627,27.589,4.14,0,0,0,0,0,1375080,1119388,0
61,34,24,thursday,5/20/21,686601,224257,756900,231678,441125,999306,3444922,180.113,316.288,61.806,145.48,114.017,17.963,17.795,10.98,27.635,5.04,0,0,0,0,0,1352449,1069693,0
62,34,23,friday,5/21/21,692920,215285,750000,232677,438510,1094852,3419922,180.374,315.728,61.862,146.942,113.124,18.037,16.418,10.817,26.795,4.622,0,0,0,0,0,1355698,1150479,0
63,34,26,saturday,5/22/21,701837,216843,762000,233076,443232,1004886,3510298,180.672,315.056,61.75,147.974,112.975,18.222,17.135,9.448,21.888,5.874,0,0,0,0,0,1360880,1105490,0
64,34,26,sunday,5/23/21,643085,215182,767999.9,106677,442426,1094613,3483266,180.933,314.384,61.61,149.522,112.777,17.773,17.142,9.586,26.496,5.235,0,0,0,0,0,1132486,994231,0
65,34,23,monday,5/24/21,530848,216583,761400,239002,446337,1213411,3560801,181.045,313.376,61.442,150.554,112.578,16.135,13.236,9.203,21.721,5.271,0,0,0,0,0,1210961,928102,0
66,31,24,tuesday,5/25/21,680378,219033,762400,236651,445551,1189684,3447984,181.157,312.592,61.162,151.758,112.38,16.371,15.839,7.882,23.713,4.856,2.5,2.4,0,1,1,1456945,1116431,0
67,28,18,wednesday,5/26/21,631039,220339,758200,230652,444426,1036105,3259641,181.941,311.92,61.162,153.134,112.132,23.747,19.151,11.207,25.713,4.382,12.6,8.6,10.2,24.7,5,1509575,1261829,0
68,31,17,thursday,5/27/21,680808,219869,759078,232420,427815,865039.5,3339328,182.317,310.912,61.107,154.085,111.884,19.374,15.259,10.157,20.726,4.178,0,0,0,0,0,1445043,1226667,0
69,34,21,friday,5/28/21,675833,218842,757300,229147,430314,963034,3390935,182.279,309.792,60.883,154.868,111.586,17.925,13.981,8.584,18.907,3.846,0,0,0,0,0,1443536,1228867,0
70,36,23,saturday,5/29/21,638585,217473,756200.1,226742,415412,1084540,3470138,182.204,308.224,60.939,155.303,111.239,18.24,11.796,11.776,18.462,3.252,0,0,0,0,0,1440405,1183473,0
71,37,25,sunday,5/30/21,685848,215639,755600,228681,403488,1094372,3512872,182.241,306.817,61.218,155.477,110.892,17.21,13.642,14.137,18.396,3.033,0,0,0,0,0,1418150,1171720,0
72,36,24,monday,5/31/21,670033,214373,752200,255002,406199,1120338,3542598,182.241,305.543,61.386,155.738,110.545,17.42,15.169,13.108,19.084,3.177,0,0,0,0,0,1420289,1159707,0
73,37,24,tuesday,6/1/21,688857,215683,752100,260927,390528,1135994,3555308,182.317,304.087,61.554,155.999,110.148,17.456,13.094,13.22,18.997,2.467,0,0,0,0,0,1420740,1171156,0
74,38,24,wednesday,6/2/21,680918,216751,753600,265875,386267,1076311,3510011,182.279,302.54,61.694,156.042,109.652,16.621,12.058,12.866,17.053,1.374,0,0,0,0,0,1412846,1165842,0
75,40,26,thursday,6/3/21,671833,216712,753300,268446,389780,1154421,3602352,182.279,301.266,61.778,156.042,109.156,16.761,13.74,12.157,22.117,1.249,0,0,0,0,0,1403451,1150678,0
76,39,25,friday,6/4/21,670785,216922,748200,266447,387217,1126375,3464748,182.392,299.81,61.862,155.999,108.66,16.221,11.12,12.277,16.128,1.244,0,0,0,0,0,1460935,1238219,0
77,39,28,saturday,6/5/21,671885,216900,749200,268454,375200,1000859,3412227,182.467,298.445,61.976,155.999,108.164,16.283,12.219,12.738,16.572,0.438,0,0,0,0,0,1463044,1247253,0
78,38,27,sunday,6/6/21,670085,216622,747600,248446,367027,1037654,3476071,182.543,296.989,61.948,155.912,107.767,15.643,11.122,10.88,15.698,0.819,0,0,0,0,0,1418172,1193850,0
79,36,23,monday,6/7/21,671877,216498,748699.8,253446,374793,1102221,3575035,182.581,295.533,61.976,155.738,107.47,15.566,11.106,11.642,14.489,1.908,0,0,0,0,0,1389917,1124047,0
80,34,23,tuesday,6/8/21,671058,214476,746300,238535,360289,1154071,3480381,182.618,293.986,62.005,155.477,107.172,15.6,10.056,11.621,13.45,1.663,0,0,0,0,0,1394039,1167502,0
81,36,23,wednesday,6/9/21,670043,207425,746500,247446,369206,1144323,3554653,182.505,292.348,61.948,155.346,106.874,13.891,8.947,10.547,15.027,1.741,0,0,0,0,0,1360815,1127217,0
82,37,25,thursday,6/10/21,665858,207478,749600,248446,370491,1173332,3578919,182.505,290.801,61.948,155.173,106.577,15.165,10.015,11.382,14.59,1.838,0,0,0,0,0,1332253,1091480,0
83,36,23,friday,6/11/21,665338,208842,745800,249446,370543,1177545,3521303,182.354,289.436,61.891,154.694,106.23,13.42,9.142,10.692,11.029,1.277,0,0,0,0,0,1366945,1119648,0
84,38,24,saturday,6/12/21,665883,208654,747400,246446,369360,1148183,3555028,182.279,289.254,61.834,154.259,105.882,14.706,7.591,10.625,11.799,1.285,0,0,0,0,0,1333599,1068802,0
85,38,24,sunday,6/13/21,672995,206485,742500,246446,365040,1218293,3635561,181.941,289.527,61.806,153.737,105.535,11.566,8.097,11.07,10.953,1.269,0,0,0,0,0,1246853,1011912,0
86,37,22,monday,6/14/21,678058,207355,750200,245551,370351,1205666,3600698,181.68,289.891,61.806,153.22,105.188,12.861,9.15,11.261,10.991,1.325,0,0,0,0,0,1253846,993827,0
87,37,24,tuesday,6/15/21,685103,209184,755600,244392,370742,1221183,3635035,181.456,290.073,61.666,152.79,104.841,13.038,7.085,9.517,12.108,1.401,0,0,0,0,0,1234223,973887,0
88,38,26,wednesday,6/16/21,680885,209286,747900,276640,374072,1215989,3625153,181.195,290.255,61.554,152.36,104.444,12.803,7.105,10.005,11.836,1.369,0,0,0,0,0,1273733,996571,0
89,37,26,thursday,6/17/21,683454,208612,738300,331214,402247,1222560,3641166,180.896,290.437,61.414,151.93,104.047,12.174,7.107,9.548,12.052,1.617,0,0,0,0,0,1354794,1089789,0
90,38,27,friday,6/18/21,688028,208741,742600,324359,399341,1217001,3578398,180.598,290.619,61.218,151.414,103.7,12.131,7.11,8.861,11.103,2.181,0,0,0,0,0,1474314,1240308,0
91,36,25,saturday,6/19/21,690848,208842,743900.3,298222,382580,1203304,3653110,180.224,290.801,61.079,150.812,103.398,11.388,7.101,9.638,10.041,2.506,0,0,0,0,0,1490489,1264780,0
92,36,27,sunday,6/20/21,780137,208631,732600,237469,358278,1165099,3620651,179.891,290.892,60.967,150.21,103.182,11.843,6.048,9.903,10.04,2.822,0,0,0,0,0,1331384,1158586,0
93,36,25,monday,6/21/21,746108,208848,748900,251072,375843,1222559,3669860,179.484,290.983,60.827,149.608,102.922,10.954,6.066,9.5,9.844,2.435,0,0,0,0,0,1282372,1073453,0
94,36,25,tuesday,6/22/21,789987,208675,740799.7,252269,373766,1222559,3620111,179.41,291.074,60.715,149.006,102.663,10.524,6.073,9.746,10.445,2.469,0,0,0,0,0,1234831,1079762,0
95,37,24,wednesday,6/23/21,689848,208604,728316,249569,366768,1222340,3641589,179.41,291.074,60.603,148.404,102.404,10.44,5.038,10.073,10.998,2.342,0,0,0,0,0,1196800,939070,0
96,38,25,thursday,6/24/21,789931,208799,729700,252900,374899,1222393,3638018,179.336,291.165,60.463,147.716,102.145,9.76,6.108,9.548,9.642,2.516,0,0,0,0,0,1181880,928686,0
97,37,25,friday,6/25/21,788937,208711,735779.6,283052,372470,1238766,3587478,179.262,290.892,60.325,146.942,101.842,9.85,4.909,9.609,8.796,1.945,0,0,0,0,0,1281261,1005146,0
98,36,26,saturday,6/26/21,789923,208617,733580,331275,365472,1239838,3621568,179.15,290.619,60.215,146.082,101.583,9.581,4.903,9.624,7.643,2.387,0,0,0,0,0,1353069,1091555,0
99,37,27,sunday,6/27/21,806858,208715,636580,345097,374803,1247856,3678011,179.039,290.346,58.603,145.222,102.922,9.464,4.92,9.018,7.53,20.783,0,0,0,0,0,1333959,1047397,0
100,38,26,monday,6/28/21,800487,208334,711980.3,331974,375588,1244634,3671595,178.928,289.855,56.974,144.455,103.7,9.431,4.414,7.989,8.679,14.734,0,0,0,0,0,1345916,1080942,0
101,38,27,tuesday,6/29/21,800853,208979,691680,326283,378319,1251459,3721274,178.78,289.345,56.658,143.69,103.484,8.613,5.202,7.825,8.781,3.046,0,0,0,0,0,1292800,1040241,0
102,38,27,wednesday,6/30/21,800581,207821,691480,326631,377521,1248590,3649510,178.632,288.799,56.342,142.84,103.268,9.066,4.788,8.137,7.803,3.042,0.1,0,0,5,0,1311380,1065988,0
103,37,28,thursday,7/1/21,805085,207219,699680,329230,373689,1258890,3684545,178.484,288.253,56.058,141.82,103.052,9.145,4.788,8.474,7.877,3.053,0,0,0,0.5,0,1302017,1067255,0
104,38,26,friday,7/2/21,809956,207589,692280,326016,380060,1254002,3647080,178.299,287.661,55.825,140.12,102.836,8.82,5.259,8.873,7.85,3.118,0,0,1,0,0,1352628,1105208,0
105,38,27,saturday,7/3/21,818071,208937,693580,341502,376532,1210373,3701540,178.006,287.07,55.566,138.675,102.62,7.701,5.29,8.551,7.985,2.982,0,0,0,0,0,1301376,1054950,0
106,39,27,sunday,7/4/21,818985,208259,689280.1,326149,379885,1109551,3651085,177.418,286.424,55.282,137.57,102.361,8.374,4.688,8.174,7.379,2.571,0,0,0,0,0,1140075,938739,0
107,41,28,monday,7/5/21,818524,208476,657280,329356,364211,1102467,3744711,176.684,285.796,54.949,135.99,102.102,8.276,4.899,7.273,7.419,2.599,0,0,0,0,0,909881,683139,0
108,41,29,tuesday,7/6/21,838751,207672,696380,388897,351664,1228964,3795919,175.917,285.132,54.593,135.03,101.886,7.428,4.557,7.969,6.866,2.748,0,0,0,0,0,906461,624507,0
109,42,29,wednesday,7/7/21,838847,208434,748080,397990,339692,1197983,3692911,175.08,284.431,54.289,134.11,101.67,8.02,4.08,7.914,7.251,2.809,0,0,0,0,0,958575,690150,0
110,40,25,thursday,7/8/21,838953,208668,743880,400419,353335,1236937,3717069,174.173,283.703,53.883,133.19,101.41,7.276,3.759,7.494,7.194,2.469,0,0,0,0,0,1071021,784373,0
111,37,24,friday,7/9/21,836985,208573,761280,407322,350249,1252901,3672241,173.27,282.975,53.483,132.31,101.151,7.28,3.746,7.354,7.388,2.108,0,0,0,0,0,1265730,960059,0
112,36,22,saturday,7/10/21,836307,208601,744280,371544,351215,1215199,3610520,172.335,282.247,53.01,131.39,100.892,6.805,3.734,6.796,7.057,2.157,0,0,0,0,0,1385740,1104506,0
113,37,24,sunday,7/11/21,833896,208834,738580,351322,350438,1232390,3589051,171.474,281.519,52.612,130.47,100.676,7.697,3.727,6.899,6.972,2.679,0,0,0,0,0,1467947,1249160,0
114,39,26,monday,7/12/21,833532,209067,741080,341322,351729,1209735,3729962,170.511,280.791,52.343,129.55,100.46,6.443,3.733,8.056,7.13,2.662,0,0,0,0,0,1454926,1218227,0
115,38,25,tuesday,7/13/21,833051,208962,731380.5,309322,351821,1181134,3647860,169.621,280.054,52.025,128.63,100.244,7.369,3.627,7.626,7.051,2.698,0,0,0,0,0,1437147,1211513,0
116,37,23,wednesday,7/14/21,836085,208779,711780,315221,351474,1182610,3650729,168.702,279.226,51.708,127.688,100.071,6.521,3.564,7.513,6.887,3.09,0,0,0,0,0,1437621,1191970,0
117,35,22,thursday,7/15/21,810158,208624,698680,311322,352512,1160199,3517688,167.891,278.389,51.415,126.75,99.898,7.027,3.447,7.708,6.851,3.139,0,0,0,0,0,1484489,1238170,0
118,34,21,friday,7/16/21,830576,208705,703680,305322,346979,1157960,3514135,167.084,277.551,51.126,125.85,99.682,7.104,3.437,7.722,7.176,2.548,0,0,0,0,0,1511733,1295426,0
119,35,24,saturday,7/17/21,833185,208689,694180,309322,347571,1020082,3508625,166.699,276.878,50.862,125.025,99.423,12.027,5.362,8.046,8.284,2.087,5,0.8,0,3.5,0,1444453,1216490,0
120,38,26,sunday,7/18/21,836031,208433,698080,311322,353030,1125078,3593356,166.105,276.241,50.741,124.125,99.164,8.959,5.826,9.627,7.56,2.142,0,0,5,1.5,0,1434432,1178286,0
121,37,28,monday,7/19/21,836958,208336,706280,314057,353029,1096985,3518913,165.478,275.422,50.501,123.188,98.948,8.548,3.721,8.307,7.125,2.741,1,0.6,0,0.5,0,1401163,1190872,0
122,36,27,tuesday,7/20/21,836594,208338,697280,304992,344280,1061945,3503236,164.818,274.576,50.261,122.213,98.732,7.617,3.414,8.205,6.606,2.546,0,0,0,0,0,1362432,1140183,0
123,38,26,wednesday,7/21/21,836803,208190,706880,305478,346377,1068564,3419890,164.055,273.738,50.047,121.2,98.516,6.695,3.538,8.531,6.144,2.638,0,0,0,0,0,1416451,1196627,0
124,39,28,thursday,7/22/21,836874,208167,696380,310239,347112,1056043,3504159,163.332,272.874,49.81,120.162,98.3,7.036,3.24,8.354,5.981,2.625,0,0,0,0,0,1402517,1164692,0
125,40,29,friday,7/23/21,837569,208314,702080,302753,342502,1034130,3451125,162.541,272,49.55,119.126,98.084,6.126,3.146,8.17,6.296,2.724,0,0,0,0,0,1364088,1153572,0
126,41,27,saturday,7/24/21,818018,208269,698680,309562,351044,1072490,3621105,161.651,271.099,49.266,118.09,97.868,6.403,2.843,7.853,6.088,2.824,0,0,0,0,0,1301238,1025431,0
127,40,28,sunday,7/25/21,836345,208250,694880,309487,348019,1191434,3617544,160.661,270.19,48.959,117.091,97.652,5.893,2.745,7.582,6.328,2.693,0,0,0,0,0,1246921,1016891,0
128,39,28,monday,7/26/21,838930,208264,700680,306487,342450,1218918,3656188,159.713,269.325,48.866,115.833,97.436,5.575,2.908,10.053,6.141,2.715,0,0,0,0,0,1262433,1003519,0
129,38,26,tuesday,7/27/21,838571,206515,714680,314648,346218,1232784,3644183,158.767,268.506,48.936,114.427,97.22,5.597,3.287,11.906,5.917,2.665,0,0,0,0,0,1300977,1035753,0
130,38,29,wednesday,7/28/21,834839,205304,714880,304452,345320,1238471,3605810,157.826,267.642,48.959,113.002,97.004,5.921,2.723,11.295,5.72,2.759,0,0,0,0,0,1358508,1101395,0
131,35,23,thursday,7/29/21,836391,205490,721180,304491,343800,1223892,3510695,156.821,266.777,48.982,111.598,96.788,5.066,2.714,11.35,6.077,2.703,0,0,0,0,0,1464408,1245659,0
132,34,24,friday,7/30/21,830108,205537,715680,296182,342685,1038035,3476901,155.921,265.913,49.006,110.194,96.572,6.078,2.707,11.336,5.831,2.617,0,0,0,2,0,1452055,1224891,0
133,35,26,saturday,7/31/21,831549,206212,722880,291487,344235,1065513,3485198,154.994,265.048,49.077,108.754,96.356,6.164,2.729,11.901,5.42,2.517,5.5,2.6,0,4,0,1437312,1228168,0
134,34,24,sunday,8/1/21,830081,205965,722480,301599,345915,1088091,3564018,154.07,264.183,49.266,107.314,96.14,5.651,2.7,12.686,5.386,2.611,0.5,0.2,1,4.5,0,1447587,1190157,0
135,32,24,monday,8/2/21,830046,206082,723080,288727,343434,1064432,3465501,153.25,263.31,49.455,105.855,95.924,7.085,2.571,13.215,5.132,2.557,0,0,2.7,1.7,0.5,1455878,1211861,0
136,33,24,tuesday,8/3/21,831568,205890,724980,287651,339210,1012740,3430356,152.301,262.427,49.644,104.665,95.708,5.701,2.459,13.235,8.093,2.568,0,0,0,0.6,0,1447766,1209496,0
137,34,26,wednesday,8/4/21,833193,206232,722980,292652,339656,1003360,3380180,151.423,261.535,49.786,103.23,95.406,6.252,2.36,12.648,5.457,1.568,0,0,0,0.1,0,1445347,1251194,0
